delta_mean,delta_std,delta_entropy,theta_mean,theta_std,theta_entropy,alpha_mean,alpha_std,alpha_entropy,beta_mean,beta_std,beta_entropy,gamma_mean,gamma_std,gamma_entropy,userId
7.77398573319,4.65909925119,-1179.95236771,5.10925102256,4.89195876244,-1184.46152951,3.4868102449,4.40222397519,-1184.30862837,1.96256329928,3.46699168828,-1181.92238808,1.11948054969,2.63866695587,-1179.72122302,1
7.92924043979,4.52323857194,-1195.90463377,5.15287679212,4.91481493234,-1200.31389017,3.46721983721,4.45687257578,-1199.78851877,1.94924063313,3.49900860855,-1197.43830073,1.11079473566,2.65884007526,-1195.28746426,1
8.06858443488,4.40290129923,-1211.7232484,5.27033758838,4.85846195232,-1215.52332854,3.49810280722,4.47415623998,-1214.82180811,1.94826899881,3.5237591023,-1212.6144575,1.10150559339,2.67847277069,-1210.70392644,1
8.1850958588,4.30482013297,-1226.33253756,5.37580159663,4.80637191912,-1229.4867297,3.55094811739,4.47297904719,-1228.65140416,1.94419882368,3.54870429997,-1226.80386581,1.08614862598,2.69918554577,-1225.24911372,1
8.27881092452,4.22882311885,-1239.2409546,5.45653918203,4.77100332239,-1241.88007103,3.60217841658,4.46891287816,-1241.02258112,1.93474727706,3.57440936579,-1239.580839,1.06742038225,2.71972707169,-1238.39059916,1
8.35241922511,4.17218705834,-1250.3453149,5.51415844539,4.75118988313,-1252.58034539,3.63382997871,4.47495336157,-1251.84004181,1.93752476506,3.59084962744,-1250.53840028,1.05836820699,2.73488777153,-1249.6118354,1
8.40996518476,4.13116835837,-1259.8835313,5.55233710554,4.74455189194,-1261.77237037,3.65839135972,4.48096576639,-1261.07814787,1.93706434957,3.60613216286,-1259.92942184,1.05145005918,2.7474792773,-1259.15609968,1
8.45554232092,4.10235024081,-1268.28360336,5.57476491647,4.749086532,-1269.84130425,3.6891950351,4.47672067072,-1269.01150524,1.93575304037,3.61905846262,-1268.09001788,1.04893721399,2.75666850892,-1267.35371358,1
8.49239357033,4.08346319823,-1276.00970628,5.5840170002,4.76383581703,-1277.22640539,3.7054759302,4.48027153644,-1276.23908374,1.92992318,3.63212812674,-1275.4706117,1.04547392131,2.76469564382,-1274.74905328,1
8.52074639277,4.07417127218,-1283.00878343,5.58131167465,4.78746320267,-1283.8828843,3.70352674631,4.49479099087,-1282.80833394,1.93429174407,3.63767720484,-1282.01428763,1.04094070758,2.77149910564,-1281.44109364,1
8.54079644695,4.07365182657,-1289.14381466,5.56869148318,4.81755221202,-1289.69171959,3.6853097428,4.51872823844,-1288.63034456,1.92568436362,3.64813105278,-1287.8032287,1.02958314836,2.77951388735,-1287.3725635,1
8.55453917599,4.08093964674,-1294.8288008,5.54746447432,4.85400108681,-1295.06330517,3.65285170603,4.55134338609,-1294.11174905,1.91631240542,3.65755195878,-1293.20124397,1.02627492816,2.78383290458,-1292.7384466,1
8.5630201477,4.09632191838,-1300.43921906,5.51807841277,4.89734003947,-1300.3796773,3.60788826959,4.5918941159,-1299.61215943,1.89994108202,3.6696024354,-1298.62889421,1.02186952976,2.7879650263,-1298.08329066,1
8.56643402316,4.12069342257,-1306.21546202,5.48152813696,4.94710561382,-1305.90033676,3.55730199431,4.63552719816,-1305.31107326,1.87893277333,3.68330163433,-1304.26613014,1.01160632674,2.79371413229,-1303.70254337,1
8.56471316558,4.15331775474,-1312.01251256,5.44232467594,4.99846118765,-1311.50630785,3.52307939685,4.66613013541,-1310.9369248,1.86336847489,3.69375354706,-1309.88292534,1.0024653056,2.79868430494,-1309.35126575,1
8.55851034881,4.19152749733,-1317.5378882,5.4069198036,5.0445674078,-1316.90792485,3.51072188191,4.680450184,-1316.20880076,1.84508905803,3.70540213242,-1315.31112193,0.986209220851,2.8059569501,-1314.91362801,1
8.54954013953,4.2300283837,-1322.30267819,5.38105502529,5.07920113403,-1321.60453029,3.5067725268,4.68843306725,-1320.781625,1.82425882668,3.71811986692,-1320.10556956,0.968914849218,2.81348829069,-1319.81919606,1
8.53992171118,4.26407371087,-1326.02563135,5.36533868751,5.10168382711,-1325.29803522,3.50384739936,4.69497463098,-1324.42077384,1.81284680777,3.72586612835,-1323.8954001,0.959171389091,2.8182233725,-1323.67279185,1
8.53002729652,4.29523027585,-1329.11816751,5.35623399271,5.11652697205,-1328.38289323,3.50096663097,4.70099164315,-1327.49406454,1.8012113845,3.73360085478,-1327.08927567,0.947343058684,2.82355641206,-1326.95103842,1
8.521126496,4.32130718284,-1331.52959188,5.35240101841,5.1250219317,-1330.79799777,3.49906756762,4.70556770932,-1329.91189767,1.7962758236,3.73788217177,-1329.54601778,0.939215387167,2.82750575676,-1329.47226927,1
8.51501565299,4.33845765582,-1333.04013381,5.35201579173,5.12846328834,-1332.31393534,3.49846718801,4.70805690803,-1331.42994805,1.79833096865,3.73821412313,-1331.04572069,0.936298969293,2.82934976925,-1331.00161082,1
8.51155808346,4.34796608198,-1333.85460991,5.352758105,5.12944013517,-1333.13171217,3.49844058954,4.70920503977,-1332.24845323,1.79895824977,3.73865337937,-1331.85390718,0.935044859806,2.83026334711,-1331.81833616,1
8.5102806093,4.35147911425,-1334.15386377,5.35329753623,5.12955695198,-1333.4320424,3.49852573259,4.70956917839,-1332.54895765,1.7987566112,3.7390236084,-1332.15428152,0.934458758486,2.83063781159,-1332.12419667,1
8.51073526564,4.35020391174,-1334.04337415,5.35303650731,5.12956745998,-1333.32127441,3.49845583922,4.70945688473,-1332.43821142,1.79891100617,3.73884905423,-1332.04206509,0.934939734533,2.83041267748,-1332.00946285,1
8.51309410318,4.34331466832,-1333.42322857,5.35143804234,5.12972070822,-1332.70055147,3.49785883932,4.70893874753,-1331.81833936,1.79958586334,3.73795780048,-1331.4088764,0.935303015527,2.82990298925,-1331.37916583,1
8.51827491692,4.32718110085,-1331.88703625,5.34765309208,5.12985386144,-1331.16616692,3.49616933246,4.70773320572,-1330.28718698,1.80045877166,3.73610196271,-1329.84329515,0.937634726377,2.82816014178,-1329.80247703,1
8.52743155712,4.29587609486,-1328.69089463,5.34112612009,5.12870192351,-1327.98178027,3.49347997672,4.70456037166,-1327.10810267,1.80451267769,3.73109579932,-1326.60131232,0.951186860398,2.82166901286,-1326.43684073,1
8.54020064775,4.24604142364,-1323.18219508,5.33394576985,5.12262587008,-1322.50502064,3.4926389495,4.69644029163,-1321.6353811,1.80994646044,3.72323694842,-1321.05921242,0.96342258845,2.81413897297,-1320.73903725,1
8.55358381846,4.18282781488,-1315.54925749,5.33228648061,5.10594343194,-1314.91907055,3.49756555103,4.68113656299,-1314.06404813,1.81869263941,3.71199308731,-1313.39752074,0.972358358252,2.8064122547,-1312.9954305,1
8.56404018128,4.11645998095,-1306.69362957,5.34270032933,5.07404991815,-1306.10119887,3.51050825303,4.65848613937,-1305.28176169,1.83774801397,3.69481334404,-1304.48253758,0.981768818153,2.79779282884,-1304.09713758,1
8.57022777132,4.04902200849,-1296.61896854,5.36831901193,5.02320935135,-1296.05097799,3.53776527931,4.62337505152,-1295.24066317,1.8544352796,3.67774502945,-1294.37156043,0.98805460128,2.78958378269,-1294.02977753,1
8.57114299749,3.97656968213,-1284.37375543,5.40884060049,4.9505233398,-1283.8644088,3.58434958297,4.56962423144,-1282.9861349,1.88728534174,3.65023154326,-1282.00293248,1.01435087144,2.77306510849,-1281.48194662,1
8.56435054006,3.89193245035,-1268.11753365,5.46351480829,4.85088994826,-1267.82689821,3.64256961671,4.49907125908,-1266.84826572,1.92875637063,3.61377640412,-1265.70983325,1.05253423725,2.74945807514,-1264.80963226,1
8.5456185935,3.79105936603,-1246.14936095,5.52962219741,4.72097263531,-1246.47164138,3.70397040835,4.41452518082,-1245.44503615,1.96983394555,3.5712121869,-1244.1635035,1.08896187709,2.72224135182,-1242.88155282,1
8.51119589993,3.67726792053,-1218.21442455,5.5997122119,4.56600055149,-1219.82366764,3.75969700751,4.32190121832,-1218.86911868,2.02046901201,3.51657468903,-1217.27797802,1.12734782998,2.68957878574,-1215.67573244,1
8.45917860973,3.5567456961,-1185.03255021,5.6654445245,4.39521980651,-1188.79558022,3.80492910251,4.2258189445,-1188.00630852,2.07532230328,3.45279963791,-1185.99793367,1.16500879537,2.65282813298,-1184.14377153,1
8.3880357988,3.43308694182,-1146.98271394,5.7210960564,4.21449322174,-1153.84805426,3.84294820875,4.12317390061,-1153.18350135,2.12531604006,3.38491705915,-1150.93318365,1.20161880871,2.61230731395,-1148.78321842,1
8.29554501687,3.30728491508,-1103.88125861,5.7628201894,4.02600423655,-1114.80780284,3.8788517266,4.00771401066,-1114.12746921,2.17839831597,3.30686838439,-1111.76245644,1.24327199725,2.56466769914,-1109.22504063,1
8.17881450926,3.17911478452,-1055.2799513,5.78746157171,3.83010462029,-1071.18987084,3.91187578863,3.87811067216,-1070.463901,2.23190793915,3.2183052581,-1068.05277122,1.2872860565,2.50969853763,-1065.07882629,1
8.03777918837,3.05112701386,-1001.95152577,5.79166086107,3.63142381744,-1023.53231697,3.94157356196,3.73548608875,-1023.00705384,2.27555897807,3.12553358971,-1020.62932345,1.32406464626,2.45129056314,-1017.28705854,1
7.873360562,2.92582002962,-944.917288678,5.77301840679,3.43463352428,-972.506983654,3.96824838228,3.58071803851,-972.764214508,2.30641372144,3.03097859353,-970.351027259,1.34989023967,2.3913670448,-966.763203024,1
7.68887153802,2.80679338484,-885.872727562,5.73026345538,3.24613194874,-919.321918485,3.99113896928,3.41665456517,-921.160381043,2.32456707421,2.93679403235,-918.631060708,1.36858781554,2.32970603799,-914.821757349,1
7.48745663181,2.69691633357,-826.245605371,5.66298016603,3.0709764399,-864.92136998,4.01059237747,3.24294853643,-869.061445867,2.33423013581,2.84221655145,-866.479365436,1.38354037842,2.26605271689,-862.452862623,1
7.26966388115,2.59741873754,-766.581095356,5.57070095021,2.91107534921,-809.507976762,4.02251402838,3.06119694888,-816.437831868,2.34737969397,2.73819876256,-813.773116107,1.40042326822,2.19725716582,-809.532198916,1
7.03753609556,2.51055418517,-707.831506002,5.45422142503,2.7690152284,-753.775150088,4.01685174652,2.88221055442,-763.657146095,2.36269340774,2.62533357727,-760.983251469,1.41751848354,2.12413054072,-756.558351079,1
6.79454825581,2.43963229372,-651.242592279,5.31579749475,2.64774726071,-698.827919065,3.9846515514,2.71862070434,-711.327019901,2.36878503086,2.51237569353,-708.972536951,1.42812812292,2.05024960651,-704.416602896,1
6.54074974085,2.38788612816,-597.238809611,5.15681522533,2.54789039487,-645.141176023,3.92099794622,2.57726673651,-659.403799808,2.36223402088,2.40104327922,-657.736924437,1.43615736195,1.97289701094,-652.991543008,1
6.27864268161,2.36103023244,-546.891233479,4.98146341787,2.47087912125,-593.986312798,3.82574740731,2.46328838054,-608.770952738,2.34613841704,2.29089578136,-608.168159043,1.44270418501,1.89254792892,-603.218243641,1
6.01239223915,2.36706480238,-501.624701809,4.79661773746,2.41841071908,-547.11269491,3.70341699364,2.3798427603,-561.100545142,2.32249066099,2.18451531512,-561.800917805,1.44120923081,1.81500440084,-556.738200948,1
5.7454922921,2.4156684976,-462.746880013,4.61041088422,2.39208019994,-506.224504584,3.56286146887,2.3272000821,-518.413602465,2.2893160775,2.08804803684,-520.158037515,1.43319049132,1.74206964491,-514.999627927,1
5.48100032479,2.51732465483,-431.529097322,4.43205518358,2.39472121915,-473.036018434,3.41788659417,2.30343798379,-483.071849042,2.23786142713,2.01688832271,-485.234323968,1.4180430186,1.67905403997,-479.990569925,1
5.22239229575,2.68079398797,-409.225207052,4.27076274276,2.43252569869,-449.282111957,3.28674615793,2.30608295014,-457.589662296,2.17018332685,1.98104023398,-459.483486927,1.39540244695,1.63384877884,-454.22080054,1
4.9752983648,2.90694594474,-396.728390375,4.13323466919,2.51456392673,-436.29470829,3.18714799877,2.33463278797,-443.923724136,2.10422595178,1.9790744315,-445.211618577,1.36772280327,1.61373792807,-439.955376058,1
4.74299764561,3.18742061532,-393.526895739,4.01871537944,2.64738691841,-433.768079415,3.12525958754,2.39195372815,-442.012165974,2.05943699726,2.00436404625,-442.916325065,1.33820089223,1.62231977776,-437.650220502,1
4.52415091171,3.51099931291,-397.310750977,3.92064798767,2.83097717941,-439.323151206,3.09385408329,2.4828793237,-449.389337124,2.04411739754,2.0509496116,-450.354340627,1.32216223245,1.6522154037,-445.085122771,1
4.8327343966,3.19948726942,-403.571748256,4.14255642607,2.62490115893,-448.241875811,3.27439672556,2.36323085962,-461.067968077,2.14889912718,2.01928885515,-462.348438534,1.3801087298,1.6545649928,-457.046270336,1
5.20293175766,2.82854989526,-416.082214623,4.40308222244,2.40235226272,-464.165277665,3.48394744513,2.24562503155,-480.412882922,2.2716158503,2.00143381527,-482.179132261,1.45548781949,1.66777186151,-476.889061443,1
5.59569145413,2.45258680752,-438.541265672,4.67940701089,2.20685352801,-490.818077398,3.70397019153,2.15923301823,-510.934302939,2.39772141008,2.01338029912,-513.44140973,1.53516313797,1.70005933205,-508.206906637,1
6.01283172081,2.07470064617,-473.84990953,4.97368410807,2.04997320329,-531.141790714,3.93230024109,2.11461295853,-555.302640139,2.53008899657,2.05537913836,-558.948958006,1.61475439756,1.7545476572,-553.750809152,1
6.45243110328,1.7024485253,-524.306499405,5.28498856479,1.94527775082,-587.384521877,4.16477529533,2.12132499046,-615.369657604,2.67033729806,2.12484757201,-620.675906477,1.69203790968,1.83181233145,-615.507845618,1
6.91071011382,1.34700044769,-591.471950609,5.60990479188,1.90456124042,-660.94039463,4.39593808115,2.18486359265,-692.044950932,2.81308118688,2.22081875204,-699.277949716,1.7711287839,1.92560702997,-694.146091821,1
7.38826550266,1.02463275975,-677.209271513,5.9474286189,1.93493263441,-753.550485398,4.62366453504,2.30609729116,-786.716693676,2.9507815165,2.34505850357,-795.499962303,1.85150134796,2.03268374616,-790.459937174,1
7.8858816875,0.777669131265,-783.53483718,6.29674401914,2.03818949876,-867.190596904,4.84829463481,2.48126318909,-901.279546639,3.07658275419,2.50126507861,-910.779749929,1.9254781594,2.15579983241,-905.885258442,1
8.40282090836,0.695032605561,-912.247743332,6.65613726555,2.20982411169,-1003.6611867,5.071620469,2.70247987544,-1037.73289831,3.18990991116,2.6884675159,-1047.12189345,1.99091239539,2.29552681962,-1042.36074726,1
8.93662307175,0.830408991162,-1064.65467085,7.02287587566,2.44045498772,-1164.25230215,5.29599445344,2.95945720521,-1197.75451265,3.29836353474,2.89842140738,-1206.65101625,2.05309968591,2.44856624949,-1201.99037211,1
9.48406955927,1.10869801394,-1241.63846127,7.39397201486,2.71890181797,-1349.77435755,5.5237249667,3.2419341293,-1382.59993391,3.41204981477,3.12128224544,-1391.30793718,2.11612770868,2.61248287519,-1386.71215654,1
10.0369618628,1.44957259932,-1441.96894132,7.76307930294,3.03235553135,-1558.70370588,5.75330661184,3.53978669569,-1591.05630829,3.53384112346,3.34942302279,-1600.18060902,2.17863603256,2.78479073125,-1595.60924496,1
10.5895095533,1.81847661908,-1664.48110419,8.12547905218,3.37118395611,-1789.44777636,5.98159227174,3.84765557827,-1821.59790262,3.65745849949,3.58221994187,-1831.4181015,2.24054566011,2.96145206933,-1826.79838589,1
11.1379765395,2.20336631187,-1908.35306957,8.47820642505,3.72873198345,-2040.71920979,6.20503729757,4.16338502408,-2072.84272139,3.77305508167,3.82287368096,-2083.20085689,2.29886761265,3.14101234183,-2078.51091456,1
11.6779000512,2.59923590612,-2172.07872839,8.81820087128,4.09927009559,-2310.51979022,6.41940666202,4.48533685677,-2342.59334485,3.87505164813,4.07103311282,-2353.04164609,2.34771998389,3.32379060242,-2348.32093044,1
12.2026550509,3.00235411567,-2452.51397576,9.14100632004,4.47704390383,-2595.17259279,6.61911463078,4.81134236635,-2626.88538991,3.96298182989,4.3214598879,-2636.83226645,2.38853742841,3.50551025845,-2632.06886674,1
12.7063358332,3.41054130335,-2746.10770021,9.44233743739,4.85818069817,-2890.62630584,6.79861247048,5.14012560355,-2921.37107581,4.03707112761,4.56957735456,-2930.25230315,2.41960435719,3.6841518072,-2925.33952323,1
13.1872549282,3.82491659155,-3051.23570525,9.72047166056,5.24259977511,-3194.91513113,6.95506846546,5.47239234008,-3223.94991484,4.09791097774,4.81400012601,-3231.38048709,2.44006019173,3.859669792,-3226.29169701,1
13.6463629543,4.24829258265,-3367.95434262,9.97564880111,5.6321799152,-3507.97641749,7.08910849842,5.80878172487,-3534.70295551,4.1479640919,5.05458982,-3540.59976351,2.46110618088,4.02811150894,-3535.44926199,1
14.0826384739,4.68120109412,-3695.10202389,10.2073268181,6.02700391846,-3828.75616835,7.20321103589,6.14673020779,-3852.92990484,4.18942687891,5.29087809804,-3857.54778165,2.48258128873,4.19050668749,-3852.44257316,1
14.49669937,5.12526020817,-4032.72453011,10.4160875463,6.42841918041,-4157.58498926,7.30230194437,6.48346597218,-4179.35731977,4.2261791195,5.52235072371,-4183.16724849,2.49761558566,4.35112452093,-4178.06715028,1
14.8865636916,5.57893892501,-4378.72644529,10.6012695227,6.83518098619,-4492.85428896,7.39143289207,6.8137187948,-4512.68521012,4.2626906577,5.74636871598,-4516.22953693,2.50893223024,4.50866732793,-4511.03721235,1
15.2484540838,6.03818214183,-4728.90034469,10.761071451,7.24425395632,-4830.95602168,7.47298845217,7.13265911353,-4849.38211159,4.2988722909,5.961269806,-4853.02653001,2.51709767257,4.66170017348,-4847.73847783,1
15.5830300537,6.50376820066,-5082.78035753,10.8957561827,7.6570071152,-5171.94333219,7.54719613127,7.44190056643,-5189.39954512,4.3320023876,6.16914117713,-5193.1567639,2.52610064856,4.80884383985,-5187.84488171,1
15.8948135855,6.98128194842,-5444.30438069,11.008004566,8.0783864023,-5520.25187448,7.61423868338,7.74746015467,-5537.09092136,4.36168797996,6.37352709263,-5540.76099024,2.54225833429,4.94981066334,-5535.4651285,1
16.1882220457,7.4760413596,-5818.21338478,11.1016914011,8.51202012283,-5881.2610985,7.67519643519,8.05477507285,-5897.84884001,4.38951028215,6.57756936825,-5901.30846763,2.56147150624,5.08908254195,-5896.06289188,1
16.4658196492,7.99009287801,-6207.59677409,11.181446448,8.95755776668,-6258.84068048,7.73189882479,8.36649766944,-6275.59113177,4.41781163214,6.78291006044,-6278.87756834,2.57923787513,5.23029846155,-6273.64334608,1
16.7255531248,8.51664430699,-6608.94186906,11.251411046,9.40628523688,-6650.28387366,7.78473279898,8.67988024709,-6667.52798148,4.44523474285,6.98892511118,-6670.69614021,2.58926080809,5.37479194929,-6665.41767077,1
16.9632233196,9.0440129958,-7014.09873614,11.3148910615,9.84542055953,-7047.86641871,7.83119127199,8.98998365518,-7065.58329854,4.46351799168,7.19542349325,-7068.53002941,2.58653180915,5.52120398875,-7063.24740801,1
17.1769182046,9.56481475224,-7417.1767822,11.3751783154,10.2661642307,-7445.57157671,7.86783840001,9.29437473451,-7463.25967975,4.46540847765,7.4023825153,-7465.66180939,2.57694359084,5.66468179582,-7460.38491932,1
17.3690040804,10.081113659,-7819.50073641,11.4371811929,10.6671683157,-7844.30336819,7.8940891762,9.59457519841,-7861.16294131,4.45422614943,7.6083112965,-7862.64599184,2.56469419878,5.80413823948,-7857.38561081,1
17.5421777421,10.5952801542,-8223.22930633,11.5066004718,11.0471998897,-8245.847883,7.9128928614,9.89049249308,-8261.11237725,4.44014172035,7.80966329313,-8261.56087306,2.55258138053,5.93992678599,-8256.3525478,1
17.6984102501,11.1068677451,-8628.79421181,11.5871925295,11.4050446728,-8650.38989389,7.92885843748,10.1800292896,-8663.58764648,4.43061148815,8.00423148862,-8663.24459188,2.54434227567,6.07169965087,-8658.0565935,1
17.8407220734,11.6174219212,-9038.73393024,11.6795506523,11.7447091746,-9060.38131793,7.94726799526,10.462666927,-9071.4433957,4.43037538158,8.19224260849,-9070.72952119,2.54000635905,6.20106623301,-9065.54999404,1
17.9715479108,12.1243055855,-9452.85320112,11.7806145082,12.0703698702,-9475.67108105,7.97369412146,10.7358613756,-9484.9004896,4.44236596785,8.37332183847,-9484.25836828,2.54106124515,6.32816216728,-9479.12602351,1
18.0913485758,12.6154039061,-9863.06251325,11.883480264,12.3813422386,-9888.10234429,8.01061191203,10.9934355237,-9895.97978306,4.46306084979,8.54583272907,-9895.63153281,2.54472964453,6.45149577864,-9890.59222794,1
18.2043337537,13.0905063931,-10271.2569235,11.9847158193,12.6833195066,-10299.3997479,8.05820239989,11.2373500572,-10306.3759402,4.48664748929,8.71304265478,-10306.1917836,2.55021342372,6.57155923565,-10301.2171872,1
18.317214057,13.5513548266,-10683.0746193,12.0853883182,12.9810743691,-10715.0520868,8.11742275918,11.4712429598,-10721.5437565,4.51121410327,8.87817445721,-10721.2658728,2.56136170584,6.68876382933,-10716.2733752,1
18.4369118135,13.9886503649,-11096.9474002,12.1878454985,13.271190667,-11133.2408357,8.18751387018,11.6947609737,-11139.6277785,4.53577052095,9.04102280756,-11139.0436206,2.57170483779,6.80480597239,-11134.1003872,1
18.5725457465,14.3916137705,-11511.7292013,12.2964941622,13.5489036521,-11552.4875532,8.26595272225,11.9086928093,-11559.0440962,4.56111982589,9.20061406981,-11557.9786551,2.58143128218,6.91911649998,-11553.1084591,1
18.7327367014,14.7478980826,-11924.2872201,12.4155870445,13.8079204537,-11969.249696,8.34935112002,12.112890537,-11976.0663146,4.58753858592,9.35548634991,-11974.5249083,2.59137385766,7.03043770573,-11969.6972936,1
18.9206651414,15.0505154233,-12330.3258821,12.5458574586,14.0441098265,-12378.7861887,8.43302803001,12.3072650198,-12385.7114097,4.61404498512,9.50424001577,-12383.8585769,2.59518244255,7.13945401211,-12379.1648344,1
19.1342155889,15.3065576502,-12731.7498451,12.6851639822,14.2611752959,-12782.6681691,8.51280163071,12.4954008836,-12789.3722874,4.64235151436,9.6466629426,-12787.3062853,2.60220040951,7.24370300682,-12782.7233124,1
19.3675535054,15.5298643048,-13133.0151354,12.8296177284,14.4662977781,-13185.144415,8.58623346724,12.6815206963,-13191.2808785,4.67334785646,9.78415326952,-13189.0841979,2.61930618877,7.3423896605,-13184.4792818,1
19.61352076,15.734003931,-13537.7643071,12.9748769071,14.6661972601,-13589.7571233,8.65343184732,12.8678986766,-13595.1094582,4.70641089587,9.91866379909,-13592.9478889,2.63823442213,7.43919164497,-13588.3477507,1
19.8629403854,15.928029963,-13944.3277997,13.1153304718,14.8643576871,-13994.830099,8.71612897152,13.0528253575,-13999.3636679,4.74145482764,10.0498116295,-13997.375006,2.65527521678,7.53480285503,-13992.8049554,1
20.1071007996,16.1178928104,-14348.8834917,13.2452729275,15.0627769422,-14396.6284582,8.77628930978,13.233294718,-14400.4435513,4.77490760024,10.1778079843,-14398.6647279,2.66544579274,7.6297370913,-14394.1874167,1
20.3411206552,16.3087658526,-14750.6845733,13.3610062012,15.2642426893,-14794.559407,8.83446855604,13.4089083651,-14797.8444816,4.80313710032,10.3038770583,-14796.132336,2.67062536891,7.7232987252,-14791.8187417,1
20.5613335324,16.5037123812,-15148.3965058,13.4597023622,15.4704238583,-15187.5190321,8.8882362949,13.5808223345,-15190.5178382,4.82286695957,10.4289356636,-15188.6098095,2.67892505235,7.81280083446,-15184.3406961,1
20.7657523466,16.7050475371,-15541.7571105,13.5397203439,15.6828067199,-15575.5176541,8.93459935174,13.7509932249,-15578.4355666,4.82922979326,10.5551672699,-15576.2172981,2.68249861625,7.90065733386,-15571.9657998,1
20.9537791803,16.9149109916,-15931.8671007,13.6005248698,15.9028988786,-15959.95056,8.97222846654,13.9209106408,-15962.8602176,4.82443476628,10.6822513515,-15960.3817189,2.67527937599,7.98902801535,-15956.2335724,1
21.1225047485,17.1318040465,-16314.0760581,13.6411938065,16.1285179102,-16336.5400103,8.99879509689,14.0897888226,-16339.360495,4.81710698042,10.805322844,-16336.6864647,2.6621603376,8.07560473654,-16332.7183519,1
21.2693126458,17.3530802033,-16682.771967,13.6612852173,16.3565396438,-16699.9982479,9.00956023092,14.2579284143,-16702.5542133,4.80887520803,10.9222623122,-16699.7957324,2.64694059752,8.15834354639,-16696.0703478,1
21.3926842274,17.5759228032,-17033.1478731,13.6611096419,16.5838833015,-17045.7463179,8.99962267248,14.4261708647,-17047.8494324,4.79456433527,11.0338740941,-17045.1153856,2.63033419989,8.23613791893,-17041.6158213,1
21.4912542408,17.7956424089,-17358.5227854,13.6417266767,16.8057911723,-17367.2575213,8.96633732091,14.5931669293,-17368.7643032,4.76649850991,11.14120498,-17366.0723746,2.60460876671,8.30974378233,-17362.8643882,1
21.5659215402,18.0098001799,-17656.7156328,13.6049194414,17.0199630758,-17662.3692439,8.90991388859,14.7580123768,-17663.216324,4.71798230658,11.2462984258,-17660.5812819,2.56516753765,8.37999191822,-17657.749212,1
21.6174990373,18.2129938826,-17922.3336068,13.5537008896,17.2212828883,-17925.6793746,8.83398319699,14.9165147868,-17925.9081989,4.64817171141,11.3481231003,-17923.4515358,2.51232326721,8.44592203158,-17921.0673563,1
21.6479006083,18.3986397681,-18149.7405032,13.4923809692,17.4037554016,-18151.4777888,8.74494386182,15.0630486834,-18151.2138797,4.56433843491,11.4425860837,-18149.1011335,2.44920101294,8.5059199669,-18147.2588515,1
21.6607566797,18.5622593541,-18337.2124147,13.425767194,17.5636170047,-18337.9076624,8.65054303333,15.1931979262,-18337.3146947,4.4762977493,11.5259734441,-18335.6520491,2.38632402605,8.55722907748,-18334.2776529,1
21.6606273017,18.7015165731,-18486.3094088,13.3587939591,17.699079654,-18486.3859167,8.55966856309,15.3035153418,-18485.621457,4.39601579554,11.5948218341,-18484.3739657,2.32917247229,8.59914087833,-18483.3964922,1
21.6524158522,18.8126139051,-18597.4658902,13.297914479,17.8066422239,-18597.2230519,8.48337203752,15.3890851448,-18596.4106406,4.33373130524,11.6461683767,-18595.4849772,2.2812297989,8.63123043847,-18594.8665002,1
21.6410931321,18.8937289686,-18673.4095679,13.2492060404,17.8843939685,-18673.0298571,8.42699649374,15.4490853158,-18672.2498681,4.28242684018,11.6839866667,-18671.6321826,2.24037368304,8.6549253401,-18671.3009542,1
21.6314250201,18.942758436,-18716.4878935,13.2185410175,17.9302503425,-18716.0631182,8.39290528707,15.4839445962,-18715.3365053,4.24537544156,11.7081057279,-18714.9417365,2.20615824601,8.67101767442,-18714.8321478,1
21.6260198233,18.9647330003,-18734.6960685,13.2050948035,17.9498354957,-18734.2596244,8.37840768951,15.4986470845,-18733.5633775,4.23168543657,11.717532594,-18733.243652,2.19141529363,8.67784904093,-18733.20876,1
21.6245066064,18.9700350638,-18738.8701006,13.2021126829,17.954229401,-18738.4317598,8.37532885362,15.5018807435,-18737.7427105,4.22997550754,11.7191813194,-18737.4285333,2.19038539831,8.67882765145,-18737.3944263,1
21.6227777765,18.975515844,-18743.0101825,13.1994514059,17.9583598465,-18742.5706209,8.37283428896,15.5047940341,-18741.8875237,4.22974871206,11.720301486,-18741.5658905,2.19102757837,8.67939117697,-18741.5251321,1
21.6169555321,18.9928146995,-18755.6953751,13.1928557284,17.9698743847,-18755.254502,8.36800858543,15.5122582181,-18754.5810146,4.23232613289,11.7226207488,-18754.208698,2.19621560034,8.68035443875,-18754.1350021,1
21.6084989228,19.0170100712,-18773.1263309,13.1867746163,17.983557194,-18772.6864106,8.36649009969,15.5198726136,-18772.0093275,4.23689833803,11.7255266507,-18771.5697006,2.19955924133,8.68268618432,-18771.4886388,1
21.6016469744,19.0363261292,-18786.953,13.1845656011,17.992561263,-18786.5157041,8.36961710428,15.5236725652,-18785.8218164,4.23889639231,11.7284643,-18785.3640458,2.19554486136,8.68624042939,-18785.3266496,1
21.59841031,19.0455133873,-18793.557592,13.1846441026,17.9960718229,-18793.122609,8.37262570138,15.524706529,-18792.4158604,4.23865331414,11.7303063282,-18791.9705224,2.19382575038,8.68789485621,-18791.9424664,1
